date,lat,lon,CO_mol_per_m2,qa_value
,13.889681,109.763176,0.035499692,1.0
,13.9047985,109.82749,0.03582559,1.0
,13.919777,109.89178,0.038086012,0.7
,13.93462,109.95604,0.0394715,0.7
,11.682505,103.04339,0.032913826,0.7
,11.740879,103.1833,0.032331046,0.7
,11.797567,103.31993,0.031571053,0.7
,12.008969,103.83677,0.030314585,0.7
,12.05832,103.95924,0.034242406,0.7
,12.153241,104.19694,0.031982433,0.7
,12.198915,104.31237,0.03453204,0.7
,12.2434635,104.42566,0.034684516,0.7
,12.286931,104.536896,0.03449294,0.7
,12.329362,104.64617,0.037274085,0.7
,12.370795,104.753555,0.03469464,0.7
,12.41127,104.85913,0.03219987,0.7
,12.450823,104.962975,0.035920728,0.7
,12.489489,105.06515,0.028694075,0.7
,12.527299,105.165726,0.040410716,0.7
,12.564286,105.26477,0.037438214,0.7
,12.60048,105.36233,0.038860433,0.7
,12.635908,105.45847,0.04142467,0.7
,12.670598,105.55325,0.036409765,0.7
,12.704575,105.64671,0.038647946,0.7
,12.737863,105.73891,0.0344834,0.7
,12.770487,105.82989,0.03757318,0.7
,12.802467,105.91969,0.03944972,0.7
,12.833828,106.00837,0.04055348,0.7
,12.864587,106.09596,0.034431815,0.7
,12.894766,106.1825,0.035942856,0.7
,12.924382,106.26803,0.042908747,0.7
,12.953454,106.352585,0.03956787,0.7
,12.981999,106.436195,0.035214595,0.7
,13.0100355,106.518906,0.03718882,0.7
,13.037576,106.600746,0.039297264,0.7
,13.064638,106.68174,0.03474138,0.7
,13.091236,106.761925,0.042008396,0.7
,13.117384,106.84133,0.029627543,0.7
,13.143095,106.91998,0.038372826,0.7
,13.168383,106.9979,0.03567735,1.0
,13.19326,107.07512,0.037971616,0.7
,13.217738,107.151665,0.036625464,0.7
,13.24183,107.22756,0.03671705,0.7
,13.265546,107.30283,0.03835616,0.7
,13.288897,107.377495,0.04403776,0.7
,13.311893,107.45158,0.040771943,0.7
,13.334546,107.52509,0.037033696,0.7
,13.356865,107.598076,0.03839645,0.7
,13.378859,107.67054,0.035586614,0.7
,13.400537,107.74251,0.042504136,0.7
,13.421907,107.81399,0.04071969,0.7
,13.44298,107.88502,0.037163477,0.7
,13.463761,107.9556,0.041522857,0.7
,13.4842615,108.02576,0.031027641,0.7
,13.504487,108.095505,0.033801988,0.7
,13.524445,108.16487,0.033549093,0.7
,13.544143,108.23386,0.0364107,0.7
,13.563588,108.30249,0.03990481,0.7
,13.582787,108.37078,0.03357204,1.0
,13.601747,108.43874,0.035888683,1.0
,13.620472,108.50639,0.041252885,0.7
,13.63897,108.57375,0.040410575,0.7
,13.657248,108.64084,0.03605777,0.7
,13.675309,108.70765,0.039432038,0.7
,13.69316,108.774216,0.03936132,0.7
,13.710807,108.84054,0.030906051,0.7
,13.728254,108.90664,0.040883306,0.7
,13.745507,108.972534,0.038720466,0.7
,13.76257,109.03822,0.034869187,0.7
,13.7794485,109.10374,0.041055042,1.0
,13.812669,109.23426,0.038208537,1.0
,13.82902,109.2993,0.041408967,1.0
,13.845202,109.36421,0.04174292,1.0
,13.861223,109.429,0.03896184,0.7
,13.877084,109.49368,0.037579034,1.0
,13.908342,109.62277,0.03912768,1.0
,13.923747,109.6872,0.034553193,1.0
,13.939007,109.75158,0.028803403,1.0
,13.954125,109.81591,0.036369346,1.0
,13.969106,109.8802,0.035676964,0.7
,13.983951,109.94448,0.038412917,0.7
,11.731339,103.03065,0.029683672,0.7
,11.789731,103.17058,0.035642013,0.7
,12.057896,103.824135,0.028243633,0.7
,12.107261,103.946625,0.030634021,0.7
,12.202207,104.18435,0.0361861,0.7
,12.247892,104.2998,0.033938915,0.7
,12.292453,104.4131,0.034331203,0.7
,12.335932,104.52435,0.037539747,0.7
,12.378373,104.633644,0.03666571,0.7
,12.419817,104.74104,0.036122672,0.7
,12.460302,104.846634,0.032849275,0.7
,12.499865,104.95049,0.03593966,0.7
,12.53854,105.05269,0.029936073,0.7
,12.57636,105.153275,0.039729632,0.7
,12.613357,105.252335,0.035373796,0.7
,12.649558,105.349915,0.03792672,0.7
,12.719692,105.54086,0.037217695,0.7
,12.753677,105.63434,0.039148863,0.7
,12.786973,105.72655,0.0368913,0.7
,12.819604,105.81754,0.038282275,0.7
,12.851592,105.907364,0.03434817,0.7
,12.882959,105.996056,0.04247465,0.7
,12.913726,106.08366,0.033954028,0.7
,12.943911,106.17021,0.037737675,0.7
,12.973534,106.25575,0.04425722,0.7
,13.002612,106.340324,0.03793015,0.7
,13.031164,106.42396,0.035837952,0.7
,13.059205,106.506676,0.035707604,0.7
,13.086752,106.58853,0.03957827,0.7
,13.113819,106.66954,0.03557524,0.7
,13.192292,106.90782,0.03591229,0.7
,13.217585,106.985756,0.040218532,0.7
,13.242467,107.06299,0.03804612,0.7
,13.26695,107.13955,0.034930952,0.7
,13.291046,107.215454,0.040140513,0.7
,13.314767,107.29074,0.03915466,0.7
,13.338122,107.36542,0.044976268,0.7
,13.361123,107.439514,0.04049622,0.7
,13.3837805,107.51305,0.03806715,0.7
,13.406102,107.586044,0.03879406,0.7
,13.428101,107.658516,0.037173405,0.7
,13.449781,107.7305,0.04145444,0.7
,13.471156,107.801994,0.040698167,0.7
,13.492232,107.87303,0.037132457,0.7
,13.513018,107.94363,0.038719498,0.7
,13.533521,108.0138,0.03586061,0.7
,13.55375,108.083565,0.035278346,0.7
,13.573711,108.15294,0.0329339,0.7
,13.593412,108.22194,0.035599053,0.7
,13.612861,108.29058,0.03816006,0.7
,13.632062,108.35889,0.034588035,0.7
,13.651025,108.426865,0.03672414,0.7
,13.669753,108.49453,0.038612712,1.0
,13.688254,108.561905,0.042570576,1.0
,13.706534,108.629,0.037821207,0.7
,13.724598,108.69582,0.043733392,0.7
,13.742452,108.762405,0.03867764,0.7
,13.760101,108.82874,0.031877864,0.7
,13.777551,108.89485,0.042981148,0.7
,13.794806,108.96076,0.03966502,0.7
,13.811871,109.02647,0.036545433,0.7
,13.828752,109.091995,0.039782923,1.0
,13.845451,109.15735,0.042540677,1.0
,13.894513,109.352516,0.03968232,1.0
,13.910536,109.41732,0.040847532,0.7
,13.926398,109.48201,0.038169958,1.0
,13.95766,109.61113,0.03764953,1.0
,13.973066,109.675575,0.039426673,0.7
,13.988328,109.73997,0.033408236,0.7
,14.018429,109.86862,0.03685706,0.7
,14.033275,109.93291,0.037245046,0.7
,14.047989,109.997185,0.022533715,0.7
,11.719942,102.87442,0.039331496,0.7
,11.780126,103.017815,0.034188893,0.7
,11.838535,103.15776,0.03372786,0.7
,12.251136,104.17168,0.03516336,0.7
,12.296835,104.28715,0.03599626,0.7
,12.384899,104.51174,0.03674862,0.7
,12.427352,104.62104,0.037245624,0.7
,12.468808,104.72846,0.035748105,0.7
,12.509304,104.83407,0.033406943,0.7
,12.548878,104.93794,0.035115104,0.7
,12.5875635,105.04015,0.031107023,0.7
,12.625393,105.14076,0.036997046,0.7
,12.662399,105.23983,0.035761923,0.7
,12.69861,105.337425,0.03836581,0.7
,12.734056,105.4336,0.040466376,0.7
,12.768763,105.528404,0.03469268,0.7
,12.802756,105.6219,0.042924557,0.7
,12.836061,105.71413,0.036295544,0.7
,12.8687,105.80514,0.036731396,0.7
,12.900696,105.89497,0.036493164,0.7
,12.932071,105.98368,0.041888587,0.7
,12.962845,106.0713,0.03334215,0.7
,12.993037,106.15787,0.038683027,0.7
,13.022667,106.24342,0.042142387,0.7
,13.051752,106.328,0.03765804,0.7
,13.080311,106.41165,0.03610424,0.7
,13.108358,106.49439,0.03558176,0.7
,13.135911,106.576256,0.044567227,0.7
,13.162985,106.65728,0.033068568,0.7
,13.266773,106.97355,0.044493165,0.7
,13.291661,107.050804,0.03987357,0.7
,13.31615,107.12737,0.036490142,0.7
,13.340251,107.2033,0.03749593,0.7
,13.363976,107.278595,0.040158786,0.7
,13.387337,107.35329,0.04326712,0.7
,13.410342,107.42739,0.040137477,0.7
,13.433003,107.50094,0.035521526,0.7
,13.455331,107.57395,0.037849728,0.7
,13.477333,107.64644,0.03611618,0.7
,13.499019,107.71843,0.04111386,0.7
,13.520397,107.78995,0.037258115,0.7
,13.541477,107.861,0.039524693,0.7
,13.562266,107.9316,0.038752224,0.7
,13.582774,108.00179,0.035270877,0.7
,13.603006,108.07157,0.034817852,0.7
,13.622972,108.14095,0.035004772,0.7
,13.642676,108.20997,0.038172673,0.7
,13.6621275,108.278625,0.037789848,0.7
,13.681333,108.34695,0.03337871,0.7
,13.700298,108.41494,0.03470309,0.7
,13.71903,108.48262,0.03876706,0.7
,13.7375345,108.55,0.04022668,0.7
,13.755817,108.61711,0.037520032,0.7
,13.773885,108.68395,0.036065534,0.7
,13.791741,108.75054,0.036152545,0.7
,13.809393,108.816895,0.03245072,0.7
,13.826845,108.88302,0.04245557,0.7
,13.844103,108.94894,0.03935295,0.7
,13.861171,109.014656,0.03668873,1.0
,13.878054,109.0802,0.039157137,1.0
,13.927638,109.27584,0.041883804,1.0
,13.943826,109.340775,0.043026578,1.0
,13.959849,109.40559,0.041740034,0.7
,13.975714,109.4703,0.04008366,1.0
,14.00698,109.59944,0.04088757,1.0
,14.022388,109.6639,0.03663993,0.7
,14.037651,109.7283,0.03186564,0.7
,14.0527725,109.79266,0.03565927,1.0
,14.067756,109.85699,0.039339382,0.7
,14.082603,109.92129,0.039426647,0.7
,14.097319,109.98558,0.028578514,1.0
,11.642636,102.56364,0.039841812,0.7
,11.76874,102.86157,0.03835442,0.7
,11.828942,103.00499,0.03323398,0.7
,12.300089,104.15901,0.035278264,0.7
,12.3458,104.2745,0.035069067,0.7
,12.433888,104.49912,0.037744846,1.0
,12.476353,104.608444,0.03615647,0.7
,12.517819,104.71588,0.035401415,0.7
,12.558326,104.8215,0.035160847,0.7
,12.597909,104.92539,0.035491075,0.7
,12.636604,105.02762,0.03142894,0.7
,12.674444,105.12824,0.0380201,0.7
,12.711459,105.22733,0.036647532,0.7
,12.74768,105.32494,0.03872635,0.7
,12.817849,105.51595,0.037749078,0.7
,12.8518505,105.60947,0.044685256,0.7
,12.885163,105.701706,0.035860594,0.7
,12.9178095,105.79273,0.035282005,0.7
,12.949813,105.88258,0.035784904,0.7
,12.981195,105.971306,0.04464263,0.7
,13.011976,106.05894,0.033153772,0.7
,13.042175,106.14552,0.036577024,0.7
,13.071812,106.231094,0.042103194,0.7
,13.1009035,106.31569,0.03985713,0.7
,13.129468,106.39935,0.03451114,0.7
,13.157522,106.48211,0.034884136,0.7
,13.185081,106.56399,0.04064257,0.7
,13.21216,106.64503,0.032782093,0.7
,13.238775,106.72526,0.03883761,0.7
,13.340862,107.03862,0.041366324,0.7
,13.3653555,107.115204,0.035995957,0.7
,13.3894615,107.19114,0.03760493,0.7
,13.413192,107.26645,0.038648486,0.7
,13.436557,107.341156,0.04218703,0.7
,13.459567,107.41528,0.040810116,0.7
,13.482233,107.488846,0.035093192,0.7
,13.504563,107.56187,0.039145317,0.7
,13.526569,107.63437,0.03389041,0.7
,13.54826,107.706375,0.040499028,0.7
,13.569642,107.7779,0.039928284,0.7
,13.590726,107.84897,0.040162917,0.7
,13.611519,107.919586,0.037811622,0.7
,13.63203,107.98979,0.03218565,0.7
,13.652266,108.05958,0.033979323,0.7
,13.672234,108.12898,0.034400333,0.7
,13.691941,108.198006,0.038143642,0.7
,13.711396,108.26668,0.034147933,0.7
,13.730605,108.335014,0.032181025,0.7
,13.749573,108.403015,0.034805503,0.7
,13.768308,108.47071,0.038507856,0.7
,13.786815,108.53811,0.03931069,0.7
,13.8051,108.60523,0.036579903,0.7
,13.82317,108.67208,0.038665116,0.7
,13.841029,108.738686,0.031044483,0.7
,13.858684,108.80505,0.038970828,0.7
,13.876139,108.87119,0.046350576,0.7
,13.910468,109.00286,0.03797521,1.0
,13.927354,109.06841,0.040885564,1.0
,13.960587,109.19901,0.04068302,1.0
,13.976944,109.26409,0.04150088,1.0
,13.993134,109.32904,0.04084866,1.0
,14.009159,109.39387,0.039129198,0.7
,14.025025,109.458595,0.03697691,1.0
,14.040736,109.52322,0.039544825,1.0
,14.056294,109.58776,0.038703468,1.0
,14.071704,109.65224,0.038539805,0.7
,14.086969,109.71665,0.034449343,1.0
,14.102092,109.78102,0.039910965,1.0
,14.117077,109.84536,0.042806216,0.7
,14.131926,109.909676,0.04418107,0.7
,11.69144,102.55084,0.038914233,0.7
,11.817581,102.84881,0.041682687,0.7
,11.877801,102.99224,0.031816475,0.7
,12.302177,104.02867,0.029357918,0.7
,12.349076,104.146416,0.036698163,0.7
,12.394799,104.26191,0.03454327,0.7
,12.48291,104.48657,0.036822222,1.0
,12.525385,104.59591,0.035466198,0.7
,12.566862,104.703354,0.035255898,0.7
,12.607378,104.809,0.0338966,0.7
,12.646972,104.9129,0.03635259,0.7
,12.685677,105.015144,0.030340869,0.7
,12.723525,105.11578,0.038982462,0.7
,12.760549,105.21489,0.03501001,0.7
,12.796778,105.312515,0.037674524,0.7
,12.832241,105.408714,0.042823594,0.7
,12.866963,105.503555,0.038287967,0.7
,12.900972,105.59708,0.041828156,0.7
,12.934293,105.68934,0.036127053,0.7
,12.966947,105.78037,0.036672074,0.7
,12.998958,105.87024,0.034778297,0.7
,13.030346,105.95898,0.041661154,0.7
,13.061133,106.04662,0.033594687,0.7
,13.091339,106.133224,0.035992447,0.7
,13.120982,106.21881,0.040188324,0.7
,13.150081,106.30342,0.03783479,0.7
,13.178651,106.3871,0.034589496,0.7
,13.20671,106.469864,0.033830274,0.7
,13.234275,106.55176,0.040390793,0.7
,13.26136,106.63281,0.03522952,0.7
,13.28798,106.71306,0.04006855,0.7
,13.390087,107.026474,0.04025869,0.7
,13.414585,107.10308,0.036595028,0.7
,13.438696,107.17903,0.039526694,0.7
,13.462431,107.25435,0.037933163,0.7
,13.4858,107.32907,0.044123475,0.7
,13.508814,107.403206,0.04013255,0.7
,13.531484,107.47678,0.03810007,0.7
,13.553819,107.54982,0.035273127,0.7
,13.575829,107.62234,0.034289744,0.7
,13.597523,107.69436,0.04146464,0.7
,13.618909,107.7659,0.041168414,0.7
,13.639996,107.836975,0.040279996,0.7
,13.660792,107.90761,0.03836699,0.7
,13.681306,107.97782,0.033475626,0.7
,13.701546,108.04763,0.03272365,0.7
,13.721517,108.11704,0.034378212,0.7
,13.741228,108.18608,0.03567624,0.7
,13.760686,108.25477,0.03677805,0.7
,13.779897,108.32311,0.029535232,0.7
,13.798868,108.39113,0.03182497,0.7
,13.817606,108.45884,0.040844943,0.7
,13.836116,108.52625,0.040696677,0.7
,13.8544035,108.59338,0.033601657,0.7
,13.872476,108.660255,0.038598575,0.7
,13.890338,108.72687,0.03518548,0.7
,13.907994,108.79324,0.041809767,0.7
,13.925451,108.859406,0.04652083,0.7
,13.959786,108.9911,0.03664181,1.0
,14.009911,109.187294,0.04015814,1.0
,14.026269,109.25238,0.03955829,1.0
,14.04246,109.317345,0.041142363,1.0
,14.058488,109.38219,0.041005637,0.7
,14.074356,109.44692,0.037632182,1.0
,14.090069,109.51156,0.03415738,1.0
,14.105629,109.57612,0.039000854,1.0
,14.12104,109.6406,0.036077045,0.7
,14.136306,109.70503,0.032738846,1.0
,14.166416,109.83377,0.041948028,0.7
,14.181267,109.898094,0.03910693,0.7
,14.195985,109.96242,0.02852108,1.0
,11.866421,102.83605,0.036810134,0.7
,11.926658,102.9795,0.027912466,0.7
,12.3511505,104.01606,0.036783893,0.7
,12.398062,104.13382,0.035484716,0.7
,12.443797,104.24934,0.035010297,0.7
,12.53193,104.47402,0.03809628,0.7
,12.574415,104.583374,0.03576876,0.7
,12.615903,104.69084,0.03739656,0.7
,12.656429,104.79649,0.033866677,0.7
,12.696033,104.90041,0.036133174,0.7
,12.734746,105.00267,0.02858218,0.7
,12.772604,105.103325,0.037257623,0.7
,12.809637,105.202446,0.036871232,0.7
,12.845874,105.30009,0.03798278,0.7
,12.881345,105.39631,0.04076708,0.7
,12.916076,105.49116,0.0381753,0.7
,12.950093,105.584694,0.037899632,0.7
,12.98342,105.67697,0.036706105,0.7
,13.016082,105.76802,0.037334464,0.7
,13.0480995,105.8579,0.034862425,0.7
,13.079495,105.946655,0.038456496,0.7
,13.11029,106.03432,0.03465152,0.7
,13.140502,106.120926,0.03803698,0.7
,13.170151,106.20653,0.040062573,0.7
,13.199255,106.29116,0.035993416,0.7
,13.227831,106.37485,0.033832837,0.7
,13.255897,106.45763,0.037562072,0.7
,13.283467,106.539536,0.03527972,0.7
,13.310557,106.620605,0.035659853,0.7
,13.337183,106.70086,0.039464086,0.7
,13.363358,106.780334,0.026111247,0.7
,13.463813,107.09095,0.03749498,0.7
,13.487928,107.166916,0.038153876,0.7
,13.511667,107.242256,0.040621974,0.7
,13.535041,107.316986,0.04512445,0.7
,13.558059,107.391136,0.03870562,0.7
,13.580733,107.46473,0.037976548,0.7
,13.603072,107.53777,0.040164698,0.7
,13.625086,107.610306,0.036964003,0.7
,13.646783,107.68234,0.044331297,0.7
,13.668173,107.75389,0.039766114,0.7
,13.689263,107.82499,0.040573373,0.7
,13.710064,107.89564,0.039455827,0.7
,13.730581,107.96586,0.03237397,0.7
,13.770798,108.10511,0.034872696,0.7
,13.790512,108.174164,0.036574498,0.7
,13.809973,108.24286,0.03378673,0.7
,13.829187,108.31122,0.029422356,0.7
,13.848162,108.37925,0.028273785,0.7
,13.866901,108.44697,0.041734457,0.7
,13.885414,108.5144,0.037699535,0.7
,13.903705,108.58154,0.03471236,0.7
,13.92178,108.64842,0.038803983,0.7
,13.939644,108.71505,0.03723705,0.7
,13.957303,108.78145,0.04191443,0.7
,13.974762,108.84761,0.04398867,0.7
,13.992027,108.913574,0.03731761,0.7
,14.009101,108.97933,0.034992028,1.0
,14.0259905,109.044914,0.03726202,1.0
,14.0427,109.11032,0.037147094,0.7
,14.059232,109.17557,0.039290417,1.0
,14.075593,109.24068,0.040833965,1.0
,14.091785,109.30565,0.041905772,1.0
,14.107816,109.37051,0.03990693,0.7
,14.123685,109.43525,0.03635474,1.0
,14.139399,109.49991,0.036272965,1.0
,14.154961,109.564476,0.03552508,1.0
,14.170373,109.628975,0.033052284,0.7
,14.185641,109.69342,0.031003755,1.0
,14.200767,109.75782,0.034934413,1.0
,14.2157545,109.82218,0.040410817,0.7
,14.230605,109.88653,0.039435893,0.7
,11.915222,102.82321,0.03851534,0.7
,12.251733,103.63555,0.037442002,0.7
,12.302506,103.76069,0.030372865,0.7
,12.351939,103.88326,0.035078622,0.7
,12.400091,104.00338,0.033007093,0.7
,12.447016,104.121155,0.036765017,0.7
,12.4927635,104.23669,0.03643192,0.7
,12.537382,104.35008,0.036143504,0.7
,12.580919,104.46141,0.037136026,0.7
,12.623416,104.57078,0.034792755,0.7
,12.664914,104.67826,0.036129978,0.7
,12.745064,104.88787,0.03612662,0.7
,12.783788,104.99014,0.030197129,0.7
,12.821654,105.09081,0.03719508,0.7
,12.858697,105.18995,0.0347776,0.7
,12.894943,105.287605,0.04054909,0.7
,12.930423,105.38384,0.038444,0.7
,12.965161,105.478714,0.035691343,0.7
,12.9991865,105.572266,0.041925903,0.7
,13.032522,105.66455,0.035322756,0.7
,13.065191,105.75562,0.03852246,0.7
,13.097217,105.84552,0.033689603,0.7
,13.128619,105.93428,0.039722532,0.7
,13.15942,106.02196,0.036650263,0.7
,13.189639,106.10859,0.035623416,0.7
,13.219295,106.19421,0.04144972,0.7
,13.248405,106.27885,0.038589884,0.7
,13.276988,106.36255,0.032389313,0.7
,13.305059,106.44534,0.03899179,0.7
,13.332636,106.52727,0.03614799,0.7
,13.359732,106.60835,0.037833992,0.7
,13.386363,106.68862,0.037796527,0.7
,13.412543,106.76811,0.03278334,0.7
,13.537139,107.15476,0.0414836,0.7
,13.560883,107.23012,0.039923344,0.7
,13.58426,107.30486,0.045425586,0.7
,13.607283,107.37903,0.039271362,0.7
,13.629961,107.45263,0.036081105,0.7
,13.652305,107.525696,0.04027444,0.7
,13.674322,107.598236,0.036064163,0.7
,13.696023,107.67029,0.046520103,0.7
,13.717417,107.74185,0.035524003,0.7
,13.738511,107.81296,0.037244454,0.7
,13.7593155,107.88362,0.040104315,0.7
,13.779836,107.95386,0.032418307,0.7
,13.800082,108.02369,0.03849379,0.7
,13.82006,108.09313,0.033027567,0.7
,13.839777,108.1622,0.032776717,0.7
,13.8592415,108.23091,0.030410595,0.7
,13.878459,108.299286,0.03469981,0.7
,13.916179,108.43507,0.03334433,0.7
,13.934694,108.5025,0.03447246,0.7
,13.952988,108.569664,0.040723313,0.7
,13.9710655,108.63656,0.041263603,0.7
,13.988932,108.7032,0.03570685,0.7
,14.006594,108.76961,0.045879707,0.7
,14.0240555,108.83579,0.04142098,0.7
,14.041322,108.901764,0.040542174,0.7
,14.058399,108.96754,0.035567485,1.0
,14.075291,109.03313,0.040020607,1.0
,14.092001,109.09855,0.038395137,1.0
,14.108536,109.16381,0.039774194,1.0
,14.124899,109.228935,0.042065475,1.0
,14.141094,109.29392,0.038576614,1.0
,14.157125,109.35879,0.039440125,0.7
,14.1729965,109.42355,0.037351064,1.0
,14.188712,109.48822,0.03718387,1.0
,14.204275,109.5528,0.036810763,1.0
,14.21969,109.61732,0.033414543,0.7
,14.23496,109.68177,0.030823793,0.7
,14.265075,109.81056,0.03925829,0.7
,14.279928,109.874916,0.032275572,0.7
,12.30059,103.62276,0.03862947,0.7
,12.351378,103.74792,0.03416519,0.7
